language_dependency,file_path,function_name,line_number,call_body
dim,pred.rpart.R,pred.rpart,18,dim(frame)
dim,pred.rpart.R,pred.rpart,19,dim(fit$splits)
dim,pred.rpart.R,pred.rpart,20,dim(fit$csplit)
dim,roc.rpart.R,roc.rpart,15,dim(pred.np)[1L]
dim,roc.rpart.R,roc.rpart,16,dim(pred.np)[2L]
dim,roc.rpart.R,roc.rpart,21,dim(pred.np)[1L]
dim,roc.rpart.R,roc.rpart,22,dim(pred.np)[2L]
dimnames,predict.rpart.R,predict.rpart,29,"dimnames(pred) <- list(names(where), NULL)"
dimnames,predict.rpart.R,predict.rpart,37,"dimnames(pred) <- list(names(where), ylevels)"
dimnames,rpart.R,rpart,182,"dimnames(rpfit$cptable) <- list(temp, 1L:numcp)"
do.call,plotcp.R,plotcp,20,"do.call(plot, c(list(ns, xerror, axes = FALSE, xlab = ""cp"",
                         ylab = ""X-val Relative Error"", type = ""o""), dots))"
do.call,rpart.R,rpart,110,"do.call(rpart.control, control)"
double,rpartco.R,rpartco,54,double(length(node))
dput,printcp.R,printcp,13,"dput(cl, control = NULL)"
dput,summary.rpart.R,summary.rpart,16,"dput(x$call, control = NULL)"
environment,rpart.R,rpart,69,environment()
environment,rpart.R,rpart,72,environment()
environment,rpart.R,rpart,75,environment(init$print)
environment,rpart.R,rpart,76,environment(init$summary)
environment,rpart.R,rpart,77,environment(init$text)
eval,model.frame.rpart.R,model.frame.rpart,7,eval(oc$newdata)
eval,model.frame.rpart.R,model.frame.rpart,9,eval(oc$object)
eval,model.frame.rpart.R,model.frame.rpart,15,eval(oc[[2L]])
eval,model.frame.rpart.R,model.frame.rpart,18,eval(oc)
eval.parent,rpart.R,rpart,19,eval.parent(temp)
eval.parent,xpred.rpart.R,xpred.rpart,25,eval.parent(m)
exists,rpart.branch.R,rpart.branch,9,"exists(pn, envir = rpart_env, inherits = FALSE)"
exists,rpartco.R,rpartco,6,"exists(pn, envir = rpart_env, inherits = FALSE)"
exists,snip.rpart.mouse.R,snip.rpart.mouse,8,"exists(pn, envir = rpart_env, inherits = FALSE)"
exp,rpart.exp.R,rpart.exp,107,exp(offset)
exp,rpart.poisson.R,rpart.poisson,6,exp(offset)
exp,rpart.poisson.R,rpart.poisson,9,exp(offset)
factor,predict.rpart.R,predict.rpart,33,"factor(ylevels[frame$yval[where]], levels = ylevels)"
factor,rpart.class.R,rpart.class,8,"factor(y, levels = 1:numclass)"
factor,rpart.matrix.R,rpart.matrix,20,factor(x)
floor,rpart.R,rpart,197,"floor(splits[indx, 4L])"
floor,zzz.R,descendants,43,"floor(log(nodes, base = 2))"
floor,zzz.R,tree.depth,7,"floor(log(nodes, base = 2) + 1e-7)"
formals,rpart.R,rpart,96,formals(rpart.control)
format,print.rpart.R,print.rpart,15,format(node)
format,print.rpart.R,print.rpart,16,format(node)
format,print.rpart.R,print.rpart,22,"format(signif(frame$yval, digits))"
format,print.rpart.R,print.rpart,27,"format(signif(frame$dev, digits))"
format,printcp.R,printcp,27,"format(frame$dev[1L], digits = digits)"
format,printcp.R,printcp,29,"format(frame$dev[1L]/frame$n[1L], digits = digits)"
format,roc.rpart.R,roc.rpart,71,"format(round(cutoffs, 3L))"
format,roc.rpart.R,roc.rpart,72,"format(round(sensitivity, 2L))"
format,roc.rpart.R,roc.rpart,73,"format(round(specificity, 2L))"
format,roc.rpart.R,roc.rpart,74,"format(round(pospred, 2L))"
format,roc.rpart.R,roc.rpart,75,"format(round(negpred, 2L))"
format,rpart.class.R,rpart.class,63,"format(yval[, 1L + nclass + 1L:nclass],
                        digits = digits, nsmall = nsmall)"
format,rpart.class.R,rpart.class,91,"format(group, justify = ""left"")"
format,rpart.class.R,rpart.class,107,"format(group, justify = ""left"")"
format,rpart.class.R,rpart.class,108,"format(group, justify = ""left"")"
format,snip.rpart.mouse.R,snip.rpart.mouse,34,format(ff$yval[choose])
format,snip.rpart.mouse.R,snip.rpart.mouse,37,"format(ff$yval2[choose, ])"
format,snip.rpart.mouse.R,snip.rpart.mouse,38,format(ff$yval2[choose])
format,snip.rpart.mouse.R,snip.rpart.mouse,39,format(ff$dev[choose])
format,summary.rpart.R,summary.rpart,48,"format(signif(x$splits[i, 4L], digits))"
format,summary.rpart.R,summary.rpart,50,"format(signif(x$splits[i, 4L], digits))"
format,summary.rpart.R,summary.rpart,58,"format(cuts[temp < 2L], justify = ""left"")"
format,summary.rpart.R,summary.rpart,74,"format(signif(ff$complexity[i], digits))"
format,summary.rpart.R,summary.rpart,89,"format(cuts[j], justify = ""left"")"
format,summary.rpart.R,summary.rpart,91,"format(sname[j], justify = ""left"")"
format,summary.rpart.R,summary.rpart,92,"format(signif(x$splits[j, 3L], digits))"
format,summary.rpart.R,summary.rpart,101,"format(cuts[j], justify = ""left"")"
format,summary.rpart.R,summary.rpart,104,"format(sname[j], justify = ""left"")"
format,summary.rpart.R,summary.rpart,106,"format(round(agree, 3L))"
format,summary.rpart.R,summary.rpart,107,"format(round(adj, 3L))"
format,xpred.rpart.R,xpred.rpart,138,format(cp)
format,xpred.rpart.R,xpred.rpart,142,format(cp)
get,rpart.R,rpart,68,"get(paste(""rpart"", method, sep = "".""),
            envir = environment())(Y, offset, , wt)"
get,rpart.R,rpart,71,"get(paste(""rpart"", method, sep = "".""),
            envir = environment())(Y, offset, parms, wt)"
get,rpart.branch.R,rpart.branch,11,"get(pn, envir = rpart_env, inherits = FALSE)"
get,rpartco.R,rpartco,8,"get(pn, envir = rpart_env, inherits = FALSE)"
get,snip.rpart.mouse.R,snip.rpart.mouse,10,"get(pn, envir = rpart_env, inherits = FALSE)"
get,xpred.rpart.R,xpred.rpart,34,"get(paste(""rpart"", method, sep = "".""))"
getOption,formatg.R,formatg,3,"getOption(""digits"")"
getOption,post.rpart.R,post.rpart,4,"getOption(""digits"")"
gettext,snip.rpart.R,snip.rpart,20,"gettext(""Nodes %s are not in this tree"", toss[toss.idx == 0L])"
gettextf,rpart.R,rpart,99,"gettextf(""Argument %s not matched"",
                          names(extraArgs)[indx == 0L])"
gettextf,rpart.class.R,rpart.class,20,"gettextf(""'parms' component not matched: %s"",
                          names(parms)[temp == 0L])"
gettextf,rpart.exp.R,rpart.exp,116,"gettextf(""'parms' component not matched: %s"", names(parms)[indx == 0L])"
gettextf,rpart.poisson.R,rpart.poisson,21,"gettextf(""'parms' component not matched: %s"", names(parms)[indx == 0L])"
gettextf,zzz.R,node.match,25,"gettextf(""supplied nodes %s are not in this tree"",
                         paste(bad, collapse = "",""))"
gettextf,zzz.R,node.match,29,"gettextf(""supplied nodes %s are leaves"",
                paste(good[leaves], collapse = "",""))"
identify,path.rpart.R,path.rpart,15,"identify(xy, n = 1L, plot = FALSE)"
identify,snip.rpart.mouse.R,snip.rpart.mouse,25,"identify(xy, n = 1L, plot = FALSE)"
ifelse,labels.rpart.R,labels.rpart,46,"ifelse(ncat < 0, ""< "", "">="")"
ifelse,labels.rpart.R,labels.rpart,47,"ifelse(ncat < 0, "">="", ""< "")"
ifelse,labels.rpart.R,labels.rpart,93,"ifelse(ncat < 2L, """", ""="")"
ifelse,labels.rpart.R,labels.rpart,94,"ifelse(ncat < 2L, """", ""="")"
ifelse,residuals.rpart.R,residuals.rpart,34,"ifelse(expect == 0, 0.0001, 0)"
ifelse,rpart.R,rpart,231,"ifelse(index == 0L, 1L, index)"
ifelse,rpart.R,rpart,232,"ifelse(index == 0L, 0L, rpfit$isplit[temp, 1L])"
ifelse,rpart.class.R,rpart.class,9,"ifelse(is.na(counts), 0, counts)"
ifelse,rpartco.R,rpartco,31,"ifelse(node %% 2L, node - 1L, node + 1L)"
ifelse,rpartco.R,rpartco,47,"ifelse(temp2 <= fudge & haskids, fudge, temp2)"
ifelse,summary.rpart.R,summary.rpart,35,"ifelse(id == 1L, 1L, id %/% 2L)"
ifelse,summary.rpart.R,summary.rpart,59,"ifelse(temp >= 2L, "","", ifelse(temp == 1L, "" to the right,"", "" to the left, ""))"
ifelse,summary.rpart.R,summary.rpart,60,"ifelse(temp == 1L, "" to the right,"", "" to the left, "")"
inherits,meanvar.rpart.R,meanvar.rpart,4,"inherits(tree, ""rpart"")"
inherits,path.rpart.R,path.rpart,5,"inherits(tree, ""rpart"")"
inherits,plot.rpart.R,plot.rpart,5,"inherits(x, ""rpart"")"
inherits,plotcp.R,plotcp,7,"inherits(x, ""rpart"")"
inherits,predict.rpart.R,predict.rpart,5,"inherits(object, ""rpart"")"
inherits,print.rpart.R,print.rpart,4,"inherits(x, ""rpart"")"
inherits,printcp.R,printcp,4,"inherits(x, ""rpart"")"
inherits,residuals.rpart.R,residuals.rpart,4,"inherits(object, ""rpart"")"
inherits,roc.rpart.R,roc.rpart,4,"inherits(object, ""rpart"")"
inherits,rpart.R,rpart,37,"inherits(Y, ""Surv"")"
inherits,rpart.exp.R,rpart.exp,14,"inherits(y, ""Surv"")"
inherits,rpart.matrix.R,rpart.matrix,11,"inherits(frame, ""data.frame"")"
inherits,rsq.rpart.R,rsq.rpart,7,"inherits(x, ""rpart"")"
inherits,snip.rpart.R,snip.rpart,6,"inherits(x, ""rpart"")"
inherits,summary.rpart.R,summary.rpart,4,"inherits(object, ""rpart"")"
inherits,text.rpart.R,text.rpart,11,"inherits(x, ""rpart"")"
inherits,xpred.rpart.R,xpred.rpart,7,"inherits(fit, ""rpart"")"
invisible,meanvar.rpart.R,meanvar.rpart,15,"invisible(list(x = x, y = y, label = label))"
invisible,path.rpart.R,path.rpart,24,invisible()
invisible,path.rpart.R,path.rpart,33,invisible(path)
invisible,plot.rpart.R,plot.rpart,33,"invisible(list(x = xx, y = yy))"
invisible,plotcp.R,plotcp,37,invisible()
invisible,post.rpart.R,post.rpart,13,invisible(par(oldpar))
invisible,print.rpart.R,print.rpart,39,invisible(x)
invisible,printcp.R,printcp,38,invisible(x$cptable)
invisible,rsq.rpart.R,rsq.rpart,29,invisible()
invisible,summary.rpart.R,summary.rpart,114,invisible(x)
invisible,text.rpart.R,text.rpart,103,invisible()
is.character,rpart.R,rpart,36,is.character(Y)
is.character,rpart.matrix.R,rpart.matrix,20,is.character(x)
is.data.frame,rpart.R,rpart,9,is.data.frame(model)
is.factor,rpart.R,rpart,36,is.factor(Y)
is.function,rpartcallback.R,rpartcallback,8,is.function(mlist$init)
is.function,rpartcallback.R,rpartcallback,10,is.function(mlist$split)
is.function,rpartcallback.R,rpartcallback,12,is.function(mlist$eval)
is.list,rpart.R,rpart,42,is.list(method)
is.list,rpart.class.R,rpart.class,16,is.list(parms)
is.logical,labels.rpart.R,labels.rpart,21,is.logical(pretty)
is.matrix,formatg.R,formatg,9,is.matrix(x)
is.matrix,na.rpart.R,na.rpart,11,is.matrix(ymiss)
is.matrix,rpart.R,rpart,38,is.matrix(Y)
is.matrix,rpart.R,tfun,152,is.matrix(x)
is.matrix,rpart.class.R,rpart.class,66,is.matrix(yprob)
is.matrix,rpart.poisson.R,rpart.poisson,3,is.matrix(y)
is.matrix,rpart.poisson.R,rpart.poisson,45,is.matrix(yval)
is.matrix,snip.rpart.R,snip.rpart,58,is.matrix(x$csplit)
is.matrix,snip.rpart.mouse.R,snip.rpart.mouse,36,is.matrix(ff$yval2)
is.matrix,xpred.rpart.R,xpred.rpart,36,is.matrix(Y)
is.matrix,xpred.rpart.R,xpred.rpart,40,is.matrix(Y)
is.matrix,xpred.rpart.R,xpred.rpart,44,is.matrix(Y)
is.matrix,xpred.rpart.R,xpred.rpart,105,is.matrix(Y)
is.matrix,xpred.rpart.R,xpred.rpart,114,is.matrix(Y)
is.na,na.rpart.R,na.rpart,6,is.na(x)
is.na,na.rpart.R,na.rpart,9,is.na(x[-yvar])
is.na,na.rpart.R,na.rpart,10,is.na(x[[yvar]])
is.na,pred.rpart.R,pred.rpart,14,is.na(vnum)
is.na,pred.rpart.R,pred.rpart,28,is.na(x)
is.na,residuals.rpart.R,residuals.rpart,11,"is.na(match(type, c(""usual"", ""pearson"", ""deviance"")))"
is.na,rpart.R,rpart,59,is.na(method.int)
is.na,rpart.class.R,rpart.class,7,is.na(y)
is.na,rpart.class.R,rpart.class,9,is.na(counts)
is.na,rpart.exp.R,rpart.exp,122,is.na(method)
is.na,snip.rpart.R,snip.rpart,48,"is.na(match(id, toss))"
is.null,labels.rpart.R,labels.rpart,20,is.null(pretty)
is.null,model.frame.rpart.R,model.frame.rpart,4,is.null(m)
is.null,model.frame.rpart.R,model.frame.rpart,8,"is.null(attr(m, ""terms""))"
is.null,na.rpart.R,na.rpart,4,is.null(Terms)
is.null,pred.rpart.R,pred.rpart,20,is.null(fit$csplit)
is.null,predict.rpart.R,predict.rpart,11,"is.null(attr(newdata, ""terms""))"
is.null,predict.rpart.R,predict.rpart,15,"is.null(cl <- attr(Terms, ""dataClasses""))"
is.null,predict.rpart.R,predict.rpart,24,is.null(frame$yval2)
is.null,predict.rpart.R,predict.rpart,42,is.null(object$na.action)
is.null,print.rpart.R,print.rpart,19,is.null(tfun)
is.null,print.rpart.R,print.rpart,20,is.null(frame$yval2)
is.null,printcp.R,printcp,12,is.null(cl <- x$call)
is.null,printcp.R,printcp,20,is.null(used)
is.null,residuals.rpart.R,residuals.rpart,8,is.null(y)
is.null,residuals.rpart.R,residuals.rpart,47,is.null(object$na.action)
is.null,rpart.R,rpart,84,is.null(xlevels)
is.null,rpart.R,rpart,114,is.null(xval)
is.null,rpart.R,rpart,125,"is.null(attr(m, ""na.action""))"
is.null,rpart.R,rpart,175,is.null(rpfit$csplit)
is.null,rpart.R,rpart,261,is.null(init$summary)
is.null,rpart.R,rpart,263,is.null(init$print)
is.null,rpart.R,rpart,265,is.null(init$text)
is.null,rpart.R,rpart,293,"is.null(attr(m, ""na.action""))"
is.null,rpart.R,rpart,294,is.null(xlevels)
is.null,rpart.anova.R,rpart.anova,3,is.null(offset)
is.null,rpart.class.R,rpart.class,3,is.null(offset)
is.null,rpart.class.R,rpart.class,11,is.null(parms)
is.null,rpart.class.R,rpart.class,17,is.null(names(parms))
is.null,rpart.class.R,rpart.class,24,is.null(parms$prior)
is.null,rpart.class.R,rpart.class,32,is.null(parms$loss)
is.null,rpart.class.R,rpart.class,46,is.null(parms$split)
is.null,rpart.class.R,rpart.class,49,is.null(temp3)
is.null,rpart.class.R,rpart.class,58,is.null(ylevel)
is.null,rpart.class.R,rpart.class,80,is.null(ylevel)
is.null,rpart.class.R,rpart.class,101,is.null(ylevel)
is.null,rpart.exp.R,rpart.exp,112,is.null(names(parms))
is.null,rpart.exp.R,rpart.exp,120,is.null(parms$method)
is.null,rpart.exp.R,rpart.exp,124,is.null(parms$shrink)
is.null,rpart.matrix.R,rpart.matrix,12,"is.null(attr(frame, ""terms""))"
is.null,rpart.poisson.R,rpart.poisson,6,is.null(offset)
is.null,rpart.poisson.R,rpart.poisson,8,is.null(offset)
is.null,rpart.poisson.R,rpart.poisson,17,is.null(names(parms))
is.null,rpart.poisson.R,rpart.poisson,25,is.null(parms$method)
is.null,rpart.poisson.R,rpart.poisson,29,is.null(parms$shrink)
is.null,snip.rpart.mouse.R,snip.rpart.mouse,35,is.null(ff$yval2)
is.null,summary.rpart.R,summary.rpart,14,is.null(x$call)
is.null,summary.rpart.R,summary.rpart,25,is.null(temp <- x$variable.importance)
is.null,summary.rpart.R,summary.rpart,63,is.null(ff$yval2)
is.null,text.rpart.R,text.rpart,18,"is.null(ylevels <- attr(x, ""ylevels""))"
is.null,text.rpart.R,text.rpart,20,is.null(srt <- list(...)$srt)
is.null,text.rpart.R,text.rpart,53,is.null(frame$yval2)
is.null,xpred.rpart.R,xpred.rpart,18,is.null(Y)
is.null,xpred.rpart.R,xpred.rpart,18,is.null(X)
is.null,xpred.rpart.R,xpred.rpart,20,is.null(m)
is.null,xpred.rpart.R,xpred.rpart,23,is.null(m$na.action)
is.null,xpred.rpart.R,xpred.rpart,27,is.null(X)
is.null,xpred.rpart.R,xpred.rpart,29,is.null(Y)
is.null,xpred.rpart.R,xpred.rpart,54,is.null(xlevels)
is.null,xpred.rpart.R,xpred.rpart,76,is.null(fit$na.action)
is.null,xpred.rpart.R,xpred.rpart,88,is.null(costs)
is.numeric,formatg.R,formatg,6,is.numeric(x)
is.numeric,rpart.exp.R,rpart.exp,126,is.numeric(shrink)
is.numeric,rpart.matrix.R,rpart.matrix,21,is.numeric(x)
is.numeric,rpart.poisson.R,rpart.poisson,32,is.numeric(shrink)
is.ordered,rpart.R,tfun,152,is.ordered(x)
labels,text.rpart.R,text.rpart,33,"labels(x, pretty = pretty)"
labels,text.rpart.R,text.rpart,33,"labels(x, minlength = minlength)"
lapply,labels.rpart.R,labels.rpart,68,"lapply(xlevels, function(z) c(letters, LETTERS)[pmin(seq_along(z), 52L)])"
lapply,labels.rpart.R,labels.rpart,70,"lapply(xlevels, abbreviate, minlength, ...)"
lapply,rpart.R,rpart,88,"lapply(xlevels, length)"
lapply,rpart.R,rpart,154,"lapply(m[labs], tfun)"
lapply,rpart.matrix.R,rpart.matrix,18,"lapply(frame,
                      function(x) {
                          if (is.character(x)) as.numeric(factor(x))
                          else if(!is.numeric(x))  as.numeric(x)
                          else x
                          }
                      )"
lapply,xpred.rpart.R,xpred.rpart,57,"lapply(xlevels, length)"
legend,rsq.rpart.R,rsq.rpart,23,"legend(0, 1, c(""Apparent"", ""X Relative""), lty = 1:2)"
length,labels.rpart.R,labels.rpart,41,length(irow)
length,path.rpart.R,path.rpart,15,"length(i <- identify(xy, n = 1L, plot = FALSE))"
length,path.rpart.R,path.rpart,23,"length(nodes <- node.match(nodes, node))"
length,plotcp.R,plotcp,17,length(cp0)
length,predict.rpart.R,predict.rpart,22,length(ylevels)
length,predict.rpart.R,predict.rpart,31,length(ylevels)
length,print.rpart.R,print.rpart,13,length(node)
length,print.rpart.R,print.rpart,23,length(depth)
length,print.rpart.R,print.rpart,30,length(omit)
length,printcp.R,printcp,35,length(omit)
length,prune.rpart.R,prune.rpart,6,length(toss)
length,residuals.rpart.R,residuals.rpart,16,length(ylevels)
length,roc.rpart.R,roc.rpart,5,"length(attr(object, ""ylevels""))"
length,roc.rpart.R,roc.rpart,28,length(cutoffs)
length,rpart.R,rpart,29,length(wt)
length,rpart.R,rpart,95,length(extraArgs)
length,rpart.R,rpart,114,length(xval)
length,rpart.R,rpart,117,length(xval)
length,rpart.R,rpart,120,length(xval)
length,rpart.R,rpart,129,length(xval)
length,rpart.R,rpart,141,length(cost)
length,rpart.R,rpart,159,length(temp)
length,rpart.class.R,rpart.class,29,length(temp)
length,rpart.class.R,rpart.class,35,length(temp2)
length,rpart.exp.R,drate2,56,length(ilength)
length,rpart.exp.R,rpart.exp,39,length(dtimes)
length,rpart.exp.R,rpart.exp,42,length(dtimes)
length,rpart.exp.R,rpart.exp,107,length(offset)
length,rpartcallback.R,rpartcallback,6,length(mlist)
length,rpartcallback.R,rpartcallback,35,length(temp$label)
length,rpartcallback.R,rpartcallback,37,length(temp$deviance)
length,rpartcallback.R,rpartcallback,47,length(temp$goodness)
length,rpartcallback.R,rpartcallback,48,length(temp$direction)
length,rpartcallback.R,rpartcallback,53,length(temp$goodness)
length,rpartcallback.R,rpartcallback,55,length(temp$direction)
length,rpartcallback.R,rpartcallback,64,length(temp$label)
length,rpartcallback.R,rpartcallback,66,length(temp$deviance)
length,rpartcallback.R,rpartcallback,77,length(temp$goodness)
length,rpartcallback.R,rpartcallback,78,length(temp$direction)
length,rpartcallback.R,rpartcallback,84,length(temp$goodness)
length,rpartcallback.R,rpartcallback,86,length(temp$direction)
length,rpartco.R,rpartco,15,length(parms)
length,rpartco.R,rpartco,54,length(node)
length,snip.rpart.R,snip.rpart,8,length(toss) == 0L
length,snip.rpart.R,snip.rpart,10,length(toss) == 0L
length,snip.rpart.R,snip.rpart,15,length(id)
length,snip.rpart.mouse.R,snip.rpart.mouse,17,length(parms$branch)
length,snip.rpart.mouse.R,snip.rpart.mouse,25,"length(choose <- identify(xy, n = 1L, plot = FALSE))"
length,summary.rpart.R,summary.rpart,21,length(omit)
length,summary.rpart.R,summary.rpart,38,length(rows)
length,xpred.rpart.R,xpred.rpart,50,length(wt)
length,xpred.rpart.R,xpred.rpart,63,length(cp)
length,xpred.rpart.R,xpred.rpart,68,length(xval)
length,xpred.rpart.R,xpred.rpart,71,length(xval)
length,xpred.rpart.R,xpred.rpart,73,length(unique(xgroups))
length,xpred.rpart.R,xpred.rpart,80,length(xval)
length,xpred.rpart.R,xpred.rpart,82,length(unique(xgroups))
length,xpred.rpart.R,xpred.rpart,99,length(parms)
length,xpred.rpart.R,xpred.rpart,118,length(temp)
length,xpred.rpart.R,xpred.rpart,137,length(cp)
length,zzz.R,descendants,37,length(nodes)
length,zzz.R,node.match,24,length(bad)
length,zzz.R,string.bounding.box,14,length
levels,rpart.class.R,rpart.class,56,levels(fy)
library.dynam.unload,zzz.R,.onUnload,1,"library.dynam.unload(""rpart"", libpath)"
lines,plot.rpart.R,plot.rpart,31,"lines(c(temp$x), c(temp$y), col = branch.col, lty = branch.lty,
          lwd = branch.lwd)"
lines,snip.rpart.mouse.R,snip.rpart.mouse,53,"lines(c(draw$x[, temp]), c(draw$y[, temp]), col = 0L)"
list,meanvar.rpart.R,meanvar.rpart,15,"list(x = x, y = y, label = label)"
list,path.rpart.R,path.rpart,12,list()
list,plot.rpart.R,plot.rpart,12,"list(uniform = uniform, branch = branch, nspace = nspace,
                 minbranch = minbranch)"
list,plot.rpart.R,plot.rpart,33,"list(x = xx, y = yy)"
list,plotcp.R,plotcp,6,list(...)
list,plotcp.R,plotcp,20,"list(ns, xerror, axes = FALSE, xlab = ""cp"",
                         ylab = ""X-val Relative Error"", type = ""o"")"
list,predict.rpart.R,predict.rpart,29,"list(names(where), NULL)"
list,predict.rpart.R,predict.rpart,37,"list(names(where), ylevels)"
list,rpart.R,rpart,94,list(...)
list,rpart.R,rpart,182,"list(temp, 1L:numcp)"
list,rpart.R,rpart,186,"list(tname[rpfit$isplit[, 1L] + 1L], c(""count"", ""ncat"", ""improve"", ""index"", ""adj""))"
list,rpart.R,rpart,263,list(summary = init$summary)
list,rpart.R,rpart,264,"list(summary = init$summary, print = init$print)"
list,rpart.R,rpart,265,list(text = init$text)
list,rpart.R,rpart,271,"list(frame = frame,
             where = where,
             call = Call, terms = Terms,
             cptable = t(rpfit$cptable),
             method = method,
             parms = init$parms,
             control = controls,
             functions = functions,
             numresp = init$numresp)"
list,rpart.anova.R,rpart.anova,4,"list(y = y, parms = NULL, numresp = 1L, numy = 1L,
	 summary = function(yval, dev, wt, ylevel, digits ) {
	     paste0(""  mean="", formatg(yval, digits),
                    "", MSE="" , formatg(dev/wt, digits))
         },
	 text = function(yval, dev, wt, ylevel, digits, n, use.n ) {
	     if (use.n) paste0(formatg(yval, digits), ""\nn="", n) else
             formatg(yval, digits)
         })"
list,rpart.branch.R,rpart.branch,25,"list(x = xx, y = yy)"
list,rpart.class.R,rpart.class,12,"list(prior = counts/sum(counts),
		      loss = matrix(rep(1, numclass^2) - diag(numclass),
                                   numclass),
		      split = 1)"
list,rpart.class.R,rpart.class,51,"list(prior = temp, loss = matrix(temp2, numclass), split = temp3)"
list,rpart.class.R,rpart.class,55,"list(y = y, parms = parms, numresp = numclass + 2L, counts = counts,
	 ylevels = levels(fy), numy = 1L,
	 print = function(yval, ylevel, digits, nsmall) { ... },
	 summary = function(yval, dev, wt, ylevel, digits) { ... },
	 text = function(yval, dev, wt, ylevel, digits, n, use.n) { ... })"
list,rpart.control.R,rpart.control,30,"list(minsplit = minsplit, minbucket = minbucket, cp = cp,
         maxcompete = maxcompete, maxsurrogate = maxsurrogate,
         usesurrogate = usesurrogate,
         surrogatestyle = surrogatestyle, maxdepth = maxdepth, xval = xval)"
list,rpart.exp.R,rpart.exp,130,"list(y = cbind(newy, y[, 2L]), parms = parms, numresp = 2L, numy = 2L,
	 summary = function(yval, dev, wt, ylevel, digits) {
	     paste0(""  events="", formatg(yval[, 2L]),
                   "",  estimated rate="" , formatg(yval[, 1L], digits),
                   "" , mean deviance="", formatg(dev/wt, digits))
         },
	 text = function(yval, dev, wt, ylevel, digits, n, use.n) {
	     if (use.n) paste0(formatg(yval[, 1L], digits), ""\n"",
                              formatg(yval[, 2L]) , ""/"", n)
             else paste(formatg(yval[, 1L], digits))
         })"
list,rpart.poisson.R,rpart.poisson,37,"list(y = y, parms = parms, numresp = 2L, numy = 2L,
	 summary = function(yval, dev, wt, ylevel, digits) {
	     paste0(""  events="", formatg(yval[, 2L]),
                   "",  estimated rate="" , formatg(yval[, 1L], digits),
                   "" , mean deviance="", formatg(dev/wt, digits))
         },
	 text = function(yval, dev, wt, ylevel, digits, n, use.n) {
             ## fix for when there are no splits
             if (!is.matrix(yval)) yval <- matrix(yval, nrow = 1L)

             if (use.n) paste0(formatg(yval[, 1L], digits), ""\n"",
                              formatg(yval[, 2L]), ""/"", n)
             else paste(formatg(yval[, 1L], digits))
         })"
list,rpartcallback.R,rpartcallback,111,"list(expr1 = expr1, expr2 = expr2, rho = rho)"
list,rpartco.R,compress,93,"list(left = x[lson], right = x[lson],
                                        depth = depth + 1L, sons = lson)"
list,rpartco.R,compress,101,"list(left = x[rson], right = x[rson],
                                         depth = depth + 1L, sons = rson)"
list,rpartco.R,compress,132,"list(x = x,
             left = c(x[me] - nspace * (x[me] - x[lson]), templ),
	     right = c(x[me] - nspace * (x[me] - x[rson]), tempr),
	     depth = maxd + depth, sons = c(me, left$sons, right$sons))"
list,rpartco.R,rpartco,64,"list(x = x, y = y)"
list,rpartco.R,rpartco,138,"list(x = x, y = y)"
list,text.rpart.R,text.rpart,20,list(...)$srt
list,xpred.rpart.R,xpred.rpart,106,"list(numresp = numresp, numy = numy, parms = parms)"
list,xpred.rpart.R,xpred.rpart,138,"list(NULL, format(cp), rownames(X))"
list,xpred.rpart.R,xpred.rpart,142,"list(rownames(X), format(cp))"
list,zzz.R,string.bounding.box,16,"list(columns = columns, rows = rows)"
log,residuals.rpart.R,residuals.rpart,28,log(yhat)
log,residuals.rpart.R,residuals.rpart,40,log(events/temp)
log,zzz.R,descendants,43,"log(nodes, base = 2)"
log,zzz.R,tree.depth,7,"log(nodes, base = 2)"
match,labels.rpart.R,labels.rpart,61,"match(vnames, names(xlevels))"
match,labels.rpart.R,labels.rpart,101,"match(node %/% 2L, node[whichrow])"
match,pred.rpart.R,pred.rpart,13,"match(rownames(fit$splits), colnames(x))"
match,prune.rpart.R,prune.rpart,10,"match(unique(temp), temp)"
match,residuals.rpart.R,residuals.rpart,11,"match(type, c(""usual"", ""pearson"", ""deviance""))"
match,rpart.R,rpart,13,"match(c(""formula"", ""data"", ""weights"", ""subset""),
                      names(Call), nomatch = 0L)"
match,rpart.R,rpart,87,"match(names(xlevels), colnames(X), nomatch=0)"
match,rpart.R,rpart,97,"match(names(extraArgs), controlargs, nomatch = 0L)"
match,rpart.branch.R,rpart.branch,19,"match(node.left/2L, node)"
match,rpart.branch.R,rpart.branch,20,"match(node.left + 1L, node)"
match,rpartco.R,rpartco,30,"match(node %/% 2L, node)"
match,rpartco.R,rpartco,31,"match(ifelse(node %% 2L, node - 1L, node + 1L), node)"
match,rpartco.R,rpartco,56,"match(node * 2L, node)"
match,rpartco.R,rpartco,57,"match(node * 2L + 1L, node)"
match,snip.rpart.R,snip.rpart,17,"match(toss, id, 0L)"
match,snip.rpart.R,snip.rpart,40,"match(id2, toss, 0L)"
match,snip.rpart.R,snip.rpart,46,"match(toss %/% 2L , toss, 0L)"
match,snip.rpart.R,snip.rpart,47,"match(toss[temp == 0L], id)"
match,snip.rpart.R,snip.rpart,48,"match(id, toss)"
match,snip.rpart.R,snip.rpart,53,"match(n.split, keepit, 0L)"
match,snip.rpart.R,snip.rpart,72,"match(id2, id3, 0L)"
